Chip,frequency(Mhz),Voltage,Power(Watts),TransistorSize (nm),Transistors,Chip Area,Source,
Cyrix1,100.0,3.3,19.4,650.0,3.0,394.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix2,110.0,3.3,20.9,650.0,3.0,225.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix3,120.0,3.4,22.0,650.0,3.0,225.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix4,133.0,3.4,23.8,650.0,3.0,225.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix5,100.0,2.8,11.2,350.0,3.0,169.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix6,120.0,2.8,12.6,350.0,3.0,169.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix7,133.0,2.8,13.6,350.0,3.0,169.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix8,150.0,2.8,14.9,350.0,3.0,169.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix9,150.0,2.9,18.9,350.0,6.0,197.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix10,166.0,2.9,20.2,350.0,6.0,197.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix11,166.0,2.9,19.1,300.0,6.0,156.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix12,187.0,2.9,22.9,350.0,6.0,197.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix13,200.0,2.9,22.9,350.0,6.0,197.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix14,200.0,2.9,22.3,300.0,6.0,156.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix15,208.0,2.9,23.0,300.0,5.0,156.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix16,200.0,2.9,22.3,300.0,6.0,156.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix17,208.0,2.9,23.0,300.0,6.0,156.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix18,225.0,2.9,27.0,300.0,6.0,156.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix19,225.0,2.9,25.5,250.0,6.0,88.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix20,233.0,2.9,27.0,300.0,6.0,156.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix21,233.0,2.9,25.5,250.0,6.0,88.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix22,250.0,2.9,27.6,300.0,6.0,156.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix23,250.0,2.9,23.3,250.0,6.0,88.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix24,250.0,2.9,8.8,250.0,6.0,88.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix25,285.0,2.2,12.5,180.0,6.0,88.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Cyrix26,300.0,2.2,13.7,180.0,6.0,65.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Via1,800.0,1.4,8.3,130.0,15.4,52.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Via2,800.0,1.4,8.5,130.0,15.5,47.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Via3,850.0,1.4,9.3,130.0,15.4,52.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Via4,866.0,1.4,9.6,130.0,15.5,47.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Via5,866.0,1.4,9.6,130.0,15.4,52.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Via6,700.0,1.6,9.9,150.0,15.2,52.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Via7,733.0,1.6,10.4,150.0,15.2,52.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Via8,750.0,1.6,10.6,150.0,15.2,52.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Via9,800.0,1.6,11.3,150.0,15.2,52.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Via10,800.0,1.10,11.3,150.0,15.2,52.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Via11,1000.0,1.5,15.0,130.0,20.5,47.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Via12,1133.0,1.5,15.0,130.0,20.5,47.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Via13,1200.0,1.5,19.0,130.0,20.5,47.0,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_1,60,5,14.6,800,3.1,294,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_2,66,5,16,800,3.1,294,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_3,75,3.3,8,600,3.3,148,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_4,90,3.34,9,600,3.3,148,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_5,100,3.34,10.1,600,3.3,148,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_6,120,3.34,12.35,350,3.3,87,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_7,133,3.34,11.2,350,3.3,87,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_8,150,3.3,11.6,350,3.3,83,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_9,166,3.38,14.5,350,3.3,83,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_10,200,3.38,15.5,350,3.3,83,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_11,120,5,12.5,350,3.3,91,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_12,133,5,13.5,350,3.3,91,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_13,125,3.3675,15,350,3.3,83,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_14,150,3.3675,15,350,3.3,83,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_15,166,3.3675,15,350,3.3,83,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_16,166,2.8,13.1,280,4.5,134,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_17,200,2.8,15.7,280,4.5,134,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_18,233,2.8,17,280,4.5,128,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_19,150,3.3675,15,280,4.5,140,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_20,166,3.3675,15,280,4.5,140,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_21,180,3.3675,15,280,4.5,140,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_22,200,3.3675,17,280,4.5,140,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_24,150,3.1,29.2,600,5.5,306,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_25,166,3.3,35,350,5.5,195,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_26,180,3.3,31.7,350,5.5,195,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_27,200,3.4,37.2,350,5.5,195,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_28,200,3.3,37.9,350,5.5,195,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_29,200,3.25,45.5,350,5.5,195,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_30,133,2.275,7.8,280,4.5,140,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_31,150,2.275,8.6,280,4.5,140,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_32,166,2.275,6.55,265,4.5,115,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_33,200,2.275,8.35,265,4.5,115,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_34,233,2.275,5.5,250,4.5,90,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_35,266,2.275,7.6,250,4.5,90,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium1_36,300,2.275,8.4,250,4.5,90,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_3,233,2.8,34.8,350,7.5,203,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_4,266,2.8,38.2,350,7.5,203,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_5,266,2,16.8,250,7.5,118,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_6,300,2.8,43,350,7.5,203,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_7,300,2,18.6,250,7.5,124.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_8,333,2,20.6,250,7.5,124.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_9,350,2,21.5,250,7.5,124.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_10,400,2,24.3,250,7.5,124.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_11,450,2,27.1,250,7.5,118,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_12,266,2,16.6,250,7.5,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_13,300,2,18.4,250,7.5,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_14,300,2,19,250,19,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_15,333,2,20.9,250,19,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_16,366,2,21.7,250,19,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_17,400,2,23.7,250,19,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_18,433,2,24.6,250,19,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_19,300,2,19,250,19,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_20,333,2,20.9,250,19,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_21,366,2,21.7,250,19,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_22,400,2,23.7,250,19,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_23,433,2,24.1,250,19,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_24,466,2,25.7,250,19,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_25,500,2,27.2,250,19,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_26,533,2,28.3,250,19,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_32,233,1.6,9,250,7.5,118,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_33,266,1.6,9.8,250,27.4,180,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_34,266,1.6,10.3,250,7.5,118,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_35,300,1.6,11.1,250,27.4,180,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_36,300,1.6,11.6,250,7.5,118,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_37,333,1.6,11.8,250,27.4,180,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_38,366,1.6,13.1,250,27.4,180,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_41,266,1.5,9.8,250,18.9,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_42,300,1.6,11.1,250,18.9,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_43,333,1.6,11.8,250,18.9,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_44,366,1.6,13.1,250,18.9,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_45,400,1.6,13.8,250,18.9,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_46,433,1.9,19.4,250,18.9,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_47,466,1.9,20.7,250,18.9,154,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_27,400,2,30.8,250,7.5,124.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_28,400,2,38.1,250,7.5,124.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_29,450,2,34.5,250,7.5,118,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_30,450,2,42.8,250,7.5,118,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium2_31,450,2,46.7,250,7.5,118,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_1,1400,1.75,55.3,180,42,217,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_2,1500,1.75,57.9,180,42,217,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_3,1600,1.75,60.8,180,42,217,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_4,1600,1.5,46.8,130,55,146,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_5,1700,1.75,63.5,180,42,217,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_6,1800,1.75,66.1,180,42,217,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_7,1800,1.5,50.5,130,55,138.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_8,1900,1.75,72.8,180,42,217,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_9,2000,1.75,75.3,180,42,217,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_10,2000,1.5,53.35,130,55,138.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_11,2200,1.5,56.1,130,55,138.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_12,2266,1.5,58,130,55,138.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_13,2266,1.3,89,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_14,2400,1.5,58.8,130,55,138.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_15,2400,1.3,89,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_16,2400,1.5,59.8,130,55,138.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_17,2400,1.5,66.2,130,55,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_18,2500,1.5,61,130,55,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_19,2533,1.5,61.5,130,55,138.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_20,2600,1.5,62.6,130,55,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_21,2666,1.5,66.1,130,55,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_22,2666,1.325,89,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_23,2600,1.5,69,130,55,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_24,2800,1.5,68.4,130,55,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_25,2800,1.5,68.4,130,55,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_26,2800,1.325,89,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_27,2800,1.5,69.7,130,55,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_28,2800,1.325,89,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_29,3000,1.5,81.9,130,55,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_30,3066,1.5,81.8,130,55,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_31,3000,1.325,89,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_32,3200,1.5,82,130,55,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_33,3200,1.325,96,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_34,3400,1.5,89,130,55,131,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_35,3400,1.325,96,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_36,3200,1.575,92.1,130,178,237,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_37,3400,1.575,102.9,130,178,237,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_38,3200,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_39,3400,1.325,115,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_40,3600,1.325,115,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_41,3800,1.325,115,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_42,2666,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_43,2666,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_44,2666,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_45,2800,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_46,2933,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_47,2933,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_48,2933,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_49,3066,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_50,3066,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_51,2800,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_52,2800,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_53,2800,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_54,2800,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_55,3066,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_56,3000,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_57,3000,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_58,3000,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_59,3200,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_60,3200,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_61,3200,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_62,3400,1.325,99.5,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_63,3400,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_64,3400,1.325,84,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_65,3600,1.325,115,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_66,3600,1.325,115,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_67,3600,1.325,115,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_68,3800,1.325,115,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_69,3800,1.3,115,90,125,112,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_70,2800,1.3,84,90,169,135,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_71,3000,1.3,84,90,169,135,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_72,3000,1.27,86,65,188,81,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_73,3200,1.3,84,90,169,135,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_74,3200,1.27,86,65,188,81,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_75,3400,1.3,84,90,169,135,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_76,3400,1.27,86,65,188,81,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
Pentium4_77,3600,1.3,115,90,169,135,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
pentium3_1,450,2,25.3,250,9.5,123,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
pentium3_2,500,2,28,250,9.5,123,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
pentium3_3,533,1.65,14,180,28,105.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
pentium3_4,533,2,29.7,250,9.5,123,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
pentium3_5,550,1.65,14.5,180,28,105.5,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
pentium3_6,550,2,30.8,250,9.5,123,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
pentium3_7,600,1.675,15.8,180,28,100.3333333,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
pentium3_8,600,1.675,15.8,180,28,100.3333333,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
pentium3_9,600,2.05,34.5,250,9.5,123,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
pentium3_10,600,2.05,34.5,250,9.5,123,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
pentium3_11,650,1.675,17,180,28,100.3333333,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
pentium3_12,667,1.675,17.5,180,28,100.3333333,data from the BalusC server 2007:  http://balusc.xs4all.nl/srv/har-cpu.html/ ,
